ID,Location,Batch,New_Alerts,Temperature,Flow,Conductivity,Ozone,Combo_Change,Plant
15,Ctrl RM 30,Treated Water,"3,22","11,4,18,8,9,4,10,15,17,11,26,18,0,6,1,25,11,26,21,4","0.5603185705002397,2.87780169375008,0.8568472003610805,5.69887854865985,7.0979586670547725,6.925236878211145,5.055612942804583,0.908664041548036,4.877391599735711,7.762956654254813,3.371703991338145,6.34133594916435,7.066081963083707,0.9374625517916866,7.035093247871846,3.6263626783736984,1.212227848356124,4.473062001042999,3.437271717928816,0.3864001179649495","153,177,126,24,101,82,184,68,87,0,206,166,43,188,56,181,195,198,188,91","0.9864276309264824,0.9124084603274242,1.1330526979174464,0.4522996958345175,0.7608868084382266,0.03563490095548332,0.5949869341682643,0.9048442681320011,1.012412271159701,0.05113299121148884,0.16981095178052782,0.9578278714092449,0.404560132115148,0.9299429511651397,0.3710334046976641,0.48172894853632897,0.4969576283125207,0.12567669476848095,1.0437913368223235,0.7107960913097486","1,0,1,1,0,1,0,0,-1,0",Kuala Lumpur
16,Ctrl RM 27,Treated Water,"8,22","21,4,16,28,13,18,14,13,18,9,15,24,7,24,3,30,26,30,20,12","7.050904886235949,5.978400416807272,6.48746847493574,6.893753549398389,0.40971405697520824,6.951392849306576,3.5356727271317507,3.6257733839470894,0.6722798644844443,5.715813727241475,2.281370734551456,7.0583930577756835,2.3351059233048,5.970509860594757,6.490868442086503,5.250192807160784,3.117128207462374,6.159677025198471,2.8296119792829266,5.450931518310681","138,136,72,99,123,152,82,162,202,156,30,67,174,64,111,15,134,174,54,208","0.47057881811633706,1.2222281551454217,0.46742866893764584,0.044155532983131705,0.42923475403804334,0.0805585052119568,0.006743032694794238,0.3452756099868566,0.9949448012048379,1.0692474635550753,0.30049214619211856,0.6288078936282545,0.7867200043285266,0.7345398059580476,0.6249641605652869,0.4649915287271142,0.5072890636511147,1.2826364684849978,0.08659964031539857,1.121314025321044","1,1,0,1,1,1,0,-1,1,0",Kuala Lumpur
17,Ctrl RM 9,Treated Water,"8,22","29,4,20,7,4,31,28,23,29,18,8,27,3,28,7,17,15,16,6,14","5.144096606639214,4.376974398151506,1.5603690733574331,5.502181227025576,0.3293599982070737,0.2272043245425448,7.555452300023753,7.924339557078201,3.853849638993852,6.6248983399197465,0.16022775582270699,5.576898354610894,5.888659082050435,4.224171881210059,6.901252583328169,2.410684210159816,3.831209452794865,4.129892749991268,5.333174215590116,3.0123703598044815","11,158,160,87,56,161,184,17,53,156,47,192,58,124,95,199,29,2,180,193","0.7867551799630746,1.179033553460613,1.1469028347870336,1.0023351640673355,0.7546101127518341,0.5794112809933722,0.24415021932218225,0.2872663442976773,1.1303616468561815,1.1997232318855822,0.5068770909681917,0.5971145330928266,0.33728843966964633,0.8948426584713162,0.4673256657784805,0.6594743961701169,1.0133718555327504,0.012682480993680656,1.1713315883651376,0.8771084264852107","1,-1,1,1,0,-1,0,1,-1,-1",Kuala Lumpur
18,Ctrl RM 10,Phosphoric Acid,"5,22","5,4,6,31,20,18,17,19,18,11,21,22,5,21,0,6,15,10,22,23","1.7020702741807328,0.6313694247184322,0.3293943675607443,5.469594791715499,6.191628725982737,2.516752029687632,1.5844052803819069,5.476558712946717,4.645851291483268,0.5117037513107061,6.910022991274018,5.233286002131645,0.07601227645063773,6.433056534540374,6.843546494324692,5.092288321049418,7.212667286254,5.146042226450518,5.575689124478958,3.579485307680443","176,157,66,66,67,105,44,76,60,139,83,77,189,25,186,91,206,16,201,83","0.5382595079019666,0.9476608108961955,0.1126552553381771,1.2316898121265696,0.3652934411773458,0.6187670027837158,0.25687563605606556,1.0758085781009867,0.08397197434678674,0.4047111330321059,1.1036596369463951,0.8999947399599478,1.032834086404182,0.6478751884540543,0.03267831008415669,0.46464156424626707,1.2731844921130688,0.6961148915579543,0.033699900237843396,0.19182871154043823","1,1,-1,-1,1,-1,-1,0,1,1",Kuala Lumpur
19,Ctrl RM 26,Batch Tank,"1,22","10,17,25,25,11,23,5,10,15,17,31,2,20,28,28,21,0,20,23,15","6.946026449119672,6.757933076140471,5.383995751920156,1.8303255587816238,5.448708315042313,3.3512001520744525,6.880195975098759,1.7140065172407777,5.066427373881452,7.597753953556531,0.6144324397691525,0.3776962609938346,0.541822680963669,7.1647702126484365,5.038834776824806,2.2734423060086555,1.3500237567233853,3.706418398129754,6.402929460420274,6.228877076234203","26,194,165,177,174,11,169,182,154,87,143,194,147,207,92,84,23,33,167,186","1.147433913196437,0.012118879333138466,0.7802925135474652,0.6868233812041581,1.0558794305892663,1.1603601274313406,0.23252438243944198,1.181952668633312,0.7342053271830082,0.08124609543010593,0.41208547323476524,0.9019289736868814,1.0093355702701956,0.04955311082303524,0.7347673055715859,1.2091264931485057,0.7834732403513044,0.39530700459145013,0.9984954850981013,1.064052212657407","0,-1,0,1,1,0,-1,0,-1,0",Kuala Lumpur
20,Ctrl RM 38,Phosphoric Acid,"6,22","30,31,7,10,11,24,8,29,21,13,28,26,21,17,23,22,30,4,21,30","3.452201303804759,7.932431336322334,3.382853495243471,5.617134529978503,0.9447772692493164,4.988306748264003,2.4537647839356214,3.775311201096047,1.287434027194977,4.964948842525482,0.18915364568121731,2.181306010510307,2.9190449981484563,7.096852931929752,4.742505494796205,4.086675333168824,3.7997775952285155,0.773801090111956,0.4846558308415115,2.882502018653322","146,44,32,59,207,120,118,1,7,118,124,134,76,27,196,116,116,138,174,202","0.5693042252445594,0.8189669529674575,1.0001460221596064,1.0696617665700614,0.10340804611332714,0.1674258982297033,0.08738263733685017,1.225539939897135,0.5178646399406717,1.2780484405579047,0.9926815124228597,1.1954879630822688,0.22932441246230156,0.7018374930601567,0.7780424403725192,0.6759519801707938,0.8882161130197347,0.12520444248802962,0.5645214945776388,0.35614985923748466","-1,1,1,-1,1,-1,0,-1,1,-1",Kuala Lumpur
21,Ctrl RM 27,Sugar Syrup,"0,22","12,5,2,2,12,9,18,21,30,10,4,0,10,19,4,5,24,30,8,23","0.8141017477819696,5.702623749689665,2.9763653820799663,2.116145378914662,2.6490682055056096,7.681757325183135,4.575308158658445,4.83053994048154,4.915498808044941,6.491388893628027,3.2209483382315374,3.784130955806468,6.636859689815902,2.374171555689536,1.8392466319282539,5.184763633247931,1.1093619261845016,1.052503330563195,3.262201202798169,6.0415455625322645","203,122,103,75,167,184,62,45,79,129,24,110,99,56,69,118,97,75,40,57","0.1759772734483704,0.39639723042491826,0.6891132570803166,0.6726134503260255,0.40480395646300166,1.202369527798146,0.8641886033350602,0.8227558359038085,0.8330623948946595,0.509419554984197,0.09020555783063174,0.2517256052233279,0.6444277713540941,0.125479840580374,0.29363881635945294,0.5965942512732,0.6503437746781856,0.45319761645514517,0.9885768747888506,1.030300206085667","1,1,1,1,-1,1,1,0,1,-1",Kuala Lumpur
22,Ctrl RM 37,Sterilization,"7,22","30,25,30,1,11,26,6,10,12,10,7,25,4,14,27,27,29,28,9,24","5.9876197154866535,0.3862579004629515,3.9823691629990936,6.876564474774059,2.6846294120885434,0.12263495488557966,0.8967384469415993,7.831308521730826,4.812194323618897,5.318546226141043,5.856186005147174,7.152394761804026,3.734659994621761,0.6609703305433504,2.0898846031492577,2.5729280694783667,3.161603178007063,3.828762810591143,2.299963799598627,3.9446562711684967","147,209,66,21,54,6,87,120,172,7,178,55,76,162,55,204,192,144,107,173","0.43122812202200295,0.6034664395730943,0.39444858762435614,0.5636374267050996,0.741404121555388,0.7322750640101731,0.19944348456338049,1.041308891796507,0.08580680892337114,0.25187855297699574,0.5752810517791659,0.827323110587895,0.3366416382836178,0.22473470133263618,1.117478523333557,0.29812064180150627,1.056063834950328,1.0410768205067142,0.3023525496479124,0.646206930698827","-1,1,0,1,1,-1,0,0,-1,1",Kuala Lumpur
23,Ctrl RM 13,Batch Tank,"4,22","17,28,16,24,4,23,3,8,14,10,0,10,11,0,21,14,29,28,12,16","5.498537483955734,2.289021188970655,3.2480083116935567,6.739589217277244,1.8642101269052365,4.778438281065319,7.8947146327025255,1.673462561753113,3.386178958564997,3.930288101010956,1.6045199692668393,6.888096939784009,1.5479370279540308,2.616657782213297,6.95224678124534,4.3708039076346905,4.424381737767253,0.09855096748331561,0.8543209756631405,5.360405961407814","165,148,5,76,34,187,170,207,40,150,26,122,12,94,182,113,126,17,141,115","0.4206571724964306,0.8204116898356005,0.41626431071199477,0.6187866978580132,1.0189492239849642,0.6562597898067907,0.8246251484379172,0.749043398629874,0.5459625030169264,0.14187867969740184,0.9043598889838904,0.6235164516838267,0.3274811734678224,0.04333254196681082,0.1836440311279148,1.1864045433001593,0.6064822878921404,0.4870405114255846,0.1296353677753359,0.804745849268511","0,0,1,1,0,-1,-1,0,-1,0",Kuala Lumpur
24,Ctrl RM 44,Batch Tank,"0,22","26,25,22,16,19,14,10,1,28,29,16,20,1,25,20,19,29,4,3,12","7.514905325241853,0.5774877843819559,0.9465136275999249,1.3259046763041988,5.4168921941495505,1.2236485845968128,5.687593090939336,0.13462435649940743,1.3611078425869345,5.162909261626192,1.0451496785343626,6.778165167761036,7.17646554467734,1.7956132482597604,4.821827369786334,6.420823755115271,6.24295689728111,6.944713837460149,6.621524874842726,3.5428072170936504","193,179,78,71,26,45,34,134,205,103,3,99,163,53,50,30,124,150,79,50","0.15249596799258144,0.7833982017822564,0.7659374473849312,0.5889260570751503,1.250308492151089,0.8001524726860225,0.9514348367927596,1.226972093153745,0.5052422151667998,0.27918416913598776,0.5111923986114562,0.04439164474606514,0.15390442050993444,0.42109316675923764,1.0760150593239814,0.44327698939014226,1.1622913165017963,0.8202506811125204,0.16793905920349061,0.058411740581505","0,-1,0,0,1,0,-1,-1,0,1",Kuala Lumpur
25,Ctrl RM 16,Chlorine,"2,22","18,19,16,7,18,26,23,13,23,2,2,18,28,6,28,1,19,31,30,13","5.6931468827021305,4.515943706948311,5.963964488329366,4.0334764105104846,4.899836251751985,7.886083962456324,1.3324610951310023,5.028988573693205,5.9493991264468065,3.2988867644174027,7.1640912695531735,3.521020680065267,6.204561111042276,7.768389756102115,7.193347743295599,1.1245928089763038,6.282639535372145,6.619502403482329,6.4472960489057005,2.544342435291037","19,32,99,112,89,125,95,80,37,35,200,85,57,116,93,178,24,16,189,87","1.0265857436461374,0.5732736225007102,1.2977315426571294,0.49011762849986557,1.0861565209925175,0.8152880675159395,0.09179692885372788,0.5908985268324614,0.6699650423135609,0.3161443246994168,0.5031633876496926,0.765437559527345,0.2975272425217554,0.3908226847648621,0.09116592342033983,0.28480268206913023,1.1107835894916207,0.19883692506700754,0.6215048221172765,1.2628875232301653","1,-1,0,0,1,-1,-1,1,1,0",Kuala Lumpur
26,Ctrl RM 7,Treated Water,"4,22","29,14,6,29,9,4,24,27,1,19,13,22,19,10,16,1,14,12,10,17","5.62045378170209,2.315527545162477,6.593920989383478,5.029620275902562,7.483223316450603,3.0550660805334338,6.396608343769331,3.1983320924500003,4.3458277662238105,5.1756204215274195,0.0651463685464114,4.761854289376643,1.1439145805942825,5.934817745375913,3.5661358935339376,3.256348219998181,6.845135169562418,5.963615001766011,4.3229708047444,2.8435167873022147","103,130,150,62,47,26,173,184,197,153,195,8,109,88,115,92,63,138,105,69","1.0848614381160588,0.38457301778253167,0.9354570425814018,0.12629460475873203,0.6244645717553795,1.2885670258663595,1.0191998165566474,0.16741377257276327,1.1706491788150744,0.7310721740825102,0.641628376650624,0.2626277430914343,0.555220453441143,1.0005737360101195,0.1541911933105439,0.26049024804960935,0.3803173677297309,0.10384726210031658,0.31187871617730706,1.117256857873872","1,1,1,-1,1,0,-1,1,-1,-1",Kuala Lumpur
27,Ctrl RM 3,Batch Tank,"7,22","0,5,11,24,1,21,3,1,16,25,23,30,9,17,4,27,15,26,10,6","6.872916194391437,2.6570556023716927,7.70147592098685,7.652326776012779,7.835820664423518,7.598531731565018,1.7668775292905048,4.036262424734887,2.3273135248501786,3.4464379678131083,1.6342510098358616,3.746069334561471,5.742766139043961,1.3512507138145156,2.7951681496878154,5.607601946501527,4.096265863655135,0.8045523861073889,6.387575554875657,3.9777516128937713","80,53,86,125,19,22,94,93,53,61,168,90,12,208,8,72,0,56,95,29","0.08061469923704863,0.5615204291418195,0.0977530472446233,0.7475886391242966,0.46929637575522065,1.1096787351416424,0.8362665439723059,1.1711827113525943,0.1083820613566786,0.25791051567066464,1.2211925027891994,1.2141653269762174,0.12441381884273142,0.015058639086782932,0.2698094805469737,0.46825803408864886,0.973529863753356,0.8391794215189293,0.26098713180981575,0.900036803376861","0,1,-1,0,0,1,-1,1,0,-1",Kuala Lumpur
28,Ctrl RM 3,Phosphoric Acid,"1,22","6,13,13,1,6,13,30,6,31,6,21,23,25,1,9,9,10,22,31,5","6.779206926589832,4.938157478352077,6.9754861587565395,7.113997040835675,6.825551238374319,1.584419041145593,7.9070962132909335,4.173792023165151,0.2559978863433935,2.7576632784865796,3.5564933262648992,4.9472046586568466,3.108565827587154,2.096460291137919,7.641186875062995,5.49377585603157,4.374286394719966,6.469719870954287,7.628336911341176,6.117283170642332","0,136,83,14,43,40,100,117,51,89,85,201,87,206,116,60,80,157,79,123","0.7241298515349627,1.2224630186567083,0.3104622293263674,0.3816492510261014,1.1653612724738196,0.0520697598811239,0.9227264554705471,1.0390332721406594,0.09385664546862245,0.2837331692222506,0.5123366691404954,0.9802506733918563,1.1638655349612237,1.289774099132046,0.5567954340483994,0.44662717937026175,0.0026445334078744054,0.28522226684726776,0.8608467869926244,0.6054677846841514","-1,-1,-1,1,-1,0,0,0,1,0",Kuala Lumpur
29,Ctrl RM 8,Chlorine,"8,22","3,22,5,23,5,9,18,14,22,12,22,12,5,11,31,30,7,23,0,12","2.917025516317226,1.1224647013843059,2.6411878233659083,1.794740603393875,6.155896256770939,6.181177640829701,6.7968953939690255,4.541690845512785,3.3079597845231183,4.321040724159684,1.1405720358435065,3.8424255039542916,2.5936111391079613,3.3303044631122614,5.065317966490984,7.894813809914049,6.342584658940323,6.749353599953466,4.634022025943268,3.4835625456040726","22,147,14,98,153,67,84,26,48,173,85,157,173,9,122,99,106,168,188,102","0.6034189545549452,0.892740065138787,0.884160244371742,0.7142545111244545,0.013776218821294607,1.0359124450711534,0.7145428251707927,1.2660383634269239,0.003941476554609836,0.31408937952946875,0.560838817153126,1.2961231010966003,0.8831272325944156,0.5084911233279854,0.7518115788698196,0.9009028006577865,0.7676603561034426,0.7551829083124176,0.9136781949782744,1.1359029074199498","1,1,0,1,1,1,-1,1,1,0",Kuala Lumpur
30,Ctrl RM 30,Concentrate,"2,22","20,7,12,8,23,7,29,17,20,17,29,16,15,4,1,24,20,14,5,2","5.460575986823533,5.323772049625404,3.763253032870125,4.13586452518357,2.4265421908767895,4.934186025587842,7.593285515287426,6.071396881886758,2.0789535246253945,3.9862545370426963,0.25103604181902484,6.134842632489745,0.5989408149686642,2.4210296590812503,3.3488704363652504,7.425966592561454,1.0839944559638388,7.644070847991388,1.2349719648761674,2.6413650892372242","160,80,143,164,93,99,58,91,88,70,45,178,69,27,207,101,127,126,1,70","0.665709605650045,1.0015333037357779,0.31650126897729935,0.8901910792803392,1.0223860261030495,0.27594192265532913,0.1363201300613582,0.8188354025594891,0.8225728502031416,1.2741399064660073,0.9979975416557864,0.12649136451072993,0.193081521242857,0.5997395130805672,0.19354051311966033,0.8333528267918154,0.7544664533343166,0.5507557418197394,0.07814891340676695,0.3086839653085917","1,-1,0,1,0,1,-1,-1,-1,0",Kuala Lumpur
31,Ctrl RM 1,Flavour,"5,22","22,10,7,5,8,25,16,27,14,6,2,15,12,2,9,21,2,1,6,15","2.8825611953320913,2.0306995789986106,7.10551886448171,4.650937367966399,6.962025787872262,6.542504151663743,7.242389992603567,6.578056549646426,0.6388122919620947,6.35774285729276,2.2460631654271856,2.709359080120921,5.09016439172905,3.651328820581548,5.23612717289012,2.5400720742577687,6.9861102180299355,6.37554666245589,0.7042474505142309,5.627191464221105","55,27,68,102,114,136,110,142,173,201,10,181,147,183,161,22,1,209,48,160","0.036179298791103064,0.6398655471857637,0.33732790367212145,1.0856345565756784,1.1624476025113837,0.5492695605149492,1.2083322173682973,1.2455275248968973,1.2163311882643029,0.2047393946675584,0.8142358852084727,1.0279579466208817,0.8996123887365685,0.05679183623287827,0.5393634036649019,1.2515504329232499,0.17214957878459244,1.0682664315914736,0.8697274379199371,1.2469766914844513","1,-1,0,1,0,1,1,-1,1,1",Kuala Lumpur
32,Ctrl RM 31,Sugar Syrup,"9,22","21,1,11,8,14,26,8,17,17,24,25,21,21,7,7,4,27,7,4,9","1.482241631539073,1.497382685211487,6.739055109149777,6.817966434536502,1.577870024519507,0.732545414606575,1.895752483571414,2.208513596393168,2.2420298162009566,3.441973854780663,2.610571292443201,6.381842502981891,0.8992288065911271,5.625690205271821,3.4360195777285845,3.9048690776899457,2.452743696947582,7.056758030883502,7.758570985202677,2.1428132645576263","78,180,183,128,26,26,100,187,69,156,83,135,38,61,86,154,182,79,67,56","1.2586227658437565,1.0711430259980261,1.2158654847647996,0.706394264753908,0.26776485070586203,0.7249427799601108,1.0324634452583268,0.9158063632436096,0.45892175890039655,1.1715144200017675,1.2288350693881511,0.6626632650615648,1.2095375108765438,0.5427851523039863,0.06837846639100463,0.9044454928953201,0.34871741479728374,0.9679198706522584,0.6718857901403681,0.1621108100283891","1,0,1,0,-1,1,-1,0,-1,0",Kuala Lumpur
33,Ctrl RM 31,Sugar Syrup,"7,22","24,11,23,31,13,9,17,25,13,19,7,0,22,5,12,21,1,30,24,29","5.1412229640502485,6.198768958742731,0.07788425748003647,2.6753507581399756,0.7948356889327989,4.5618039010395295,0.5362189675983973,1.9450369368307292,1.277029496470932,4.34237923364155,5.7308029976626855,7.424367800920736,7.754427747060545,0.9162114437157288,1.6875010837661102,6.414892309731804,7.343263121049386,7.117946582788136,3.959806710139383,7.806313715761062","17,142,101,78,89,200,69,195,156,89,50,51,183,75,99,5,106,22,15,175","0.1748724393779412,0.8202972868457437,0.5109312627930195,1.2163012626115233,0.9236834280192853,1.229093837342225,0.9562109036603943,0.668813235964626,0.8889246250735596,1.0878291052533313,0.2402087203692645,0.24083121474832297,0.3960050254594535,0.35903288710396736,1.1141905921744184,0.8406176583375782,0.5736106982687489,0.659490376454778,0.5066622627433389,0.7590221378020943","0,-1,-1,1,-1,0,-1,0,1,0",Kuala Lumpur
